City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description,Rain (inches),Snow (inches)
293,Half Moon Bay,US,37.4636,-122.4286,87.82,64,20,1.01,few clouds,0,0
294,Eureka,US,40.8021,-124.1637,63.25,74,92,5.99,overcast clouds,0,0
295,Kalaleh,IR,37.3807,55.4916,86.38,30,9,3.15,clear sky,0,0
296,Port Hardy,CA,50.6996,-127.4199,69.33,65,3,1.83,clear sky,0,0
297,Khani,GE,41.9563,42.9566,65.77,99,100,1.32,overcast clouds,0.1,0
298,Dunedin,NZ,-45.8742,170.5036,50.81,48,81,5.01,broken clouds,0,0
299,Vagay,RU,57.9375,69.0217,57.85,76,73,3.2,broken clouds,0,0
300,Coquimbo,CL,-29.9533,-71.3436,56.68,74,4,9.66,clear sky,0,0
301,Ribas Do Rio Pardo,BR,-20.4431,-53.7592,90.01,21,3,3.76,clear sky,0,0
302,Dingle,PH,10.9995,122.6711,76.6,83,65,1.43,broken clouds,0,0
303,Bilibino,RU,68.0546,166.4372,50.74,89,100,3.51,overcast clouds,0,0
304,Tateyama,JP,34.9833,139.8667,78.82,90,100,29.91,moderate rain,2.16,0
305,Spring Valley,US,36.108,-115.245,98.89,32,75,3,broken clouds,0,0
306,Bolotnoye,RU,55.6717,84.3981,50.02,91,100,5.14,overcast clouds,0,0
307,Haines Junction,CA,60.7522,-137.5108,52.9,97,100,2.48,moderate rain,1.92,0
308,East Peoria,US,40.6661,-89.5801,82.99,66,75,1.99,broken clouds,0,0
309,Sassandra,CI,4.95,-6.0833,73.98,83,79,5.68,broken clouds,0,0
310,Nouadhibou,MR,20.931,-17.0347,72.64,81,0,28.5,clear sky,0,0
311,Carberry,CA,49.8689,-99.3602,75.49,24,13,12.48,few clouds,0,0
312,Nishihara,JP,26.1842,127.7558,80.65,97,75,13.8,broken clouds,0,0
313,Port Blair,IN,11.6667,92.75,82.36,80,100,14.18,overcast clouds,0,0
314,Laguna,US,38.421,-121.4238,102.63,46,1,6.91,haze,0,0
315,Huron,US,41.1501,-82.5499,88.07,73,80,11.74,broken clouds,0,0
316,Ardino,BG,41.5833,25.1333,75.63,55,40,2.55,scattered clouds,0,0
317,Korla,CN,41.7597,86.1469,82.74,26,100,15.9,overcast clouds,0,0
318,Pontian Kecil,MY,1.4801,103.3899,80.73,88,99,4.94,overcast clouds,0,0
319,Outlook,CA,51.5001,-107.0513,81.81,25,8,13.35,light rain,0.12,0
320,Huarmey,PE,-10.0681,-78.1522,68.97,67,18,12.68,few clouds,0,0
321,Georgiyevka,KZ,43.0369,74.7114,66.24,52,40,4.47,scattered clouds,0,0
322,Rosarito,MX,32.3333,-117.0333,97.41,57,0,9.53,clear sky,0,0
323,Coffs Harbour,AU,-30.3,153.1333,58.14,94,75,2.3,broken clouds,0,0
324,Pisco,PE,-13.7,-76.2167,67.01,77,0,11.5,clear sky,0,0
325,Seddon,AU,-37.8068,144.8916,48.29,87,0,6.91,clear sky,0,0
326,Solnechnyy,RU,50.7214,136.6319,54.72,90,17,2.98,few clouds,0,0
327,Abha,SA,18.2164,42.5053,68.25,78,0,9.22,clear sky,0,0
328,Bundaberg,AU,-24.85,152.35,60.22,98,2,1.01,clear sky,0.1,0
329,Mataram,ID,-8.5833,116.1167,77.81,89,51,7.02,broken clouds,0,0
330,Cedeno,CO,7.0464,-72.1634,82.62,75,93,2.24,light rain,0.87,0
331,Pevek,RU,69.7008,170.3133,38.16,99,100,10.33,overcast clouds,0,0
332,Caravelas,BR,-17.7125,-39.2481,75.09,61,5,6.93,clear sky,0,0
333,Buluang,PH,13.3068,123.3425,77.29,92,11,2.8,few clouds,0,0
334,Mongoumba,CF,3.6415,18.5936,72.52,94,68,2.91,broken clouds,0,0
335,Karratha,AU,-20.7377,116.8463,64.81,34,0,11.56,clear sky,0,0
336,Cairns,AU,-16.9167,145.7667,72.1,89,75,9.22,broken clouds,0,0
337,Itoman,JP,26.1247,127.6694,81.37,96,40,14.97,scattered clouds,0,0
338,Weyburn,CA,49.6668,-103.8511,80.19,24,11,9.04,few clouds,0,0
339,Hasaki,JP,35.7333,140.8333,77.4,93,100,28.74,heavy intensity rain,7.18,0
340,Idenao,CM,4.2475,9.0047,75.56,90,52,3.06,broken clouds,0,0
341,Mahajanga,MG,-15.7167,46.3167,75.22,83,0,4.61,clear sky,0,0
342,Ninghai,CN,29.2892,121.4247,78.51,94,98,3.18,overcast clouds,0,0
343,Encheng,CN,22.1839,112.3026,79.2,94,100,3.51,moderate rain,1.15,0
344,Madang,PG,-5.2246,145.7966,76.78,90,100,4.03,overcast clouds,0,0
345,Igrim,RU,63.1906,64.4162,61.81,65,95,6.06,overcast clouds,0,0
346,Batticaloa,LK,7.7102,81.6924,81.84,75,100,0.69,overcast clouds,0,0
347,Lensk,RU,60.7253,114.9278,63.63,86,15,2.95,few clouds,0,0
348,Huimanguillo,MX,17.85,-93.3833,92.97,48,67,4.03,broken clouds,0,0
349,La Ronge,CA,55.1001,-105.2842,71.85,37,51,7.78,broken clouds,0,0
350,Envira,BR,-7.3,-70.2167,96.62,26,59,3.15,broken clouds,0,0
351,Qui Nhon,VN,13.7667,109.2333,80.31,74,100,4.09,overcast clouds,0,0
352,Moree,AU,-29.4667,149.85,41.02,87,4,5.75,clear sky,0,0
353,Gap,FR,44.6667,6,60.06,62,7,4.54,clear sky,0,0
354,Oviedo,ES,43.3603,-5.8448,68.56,94,3,5.99,clear sky,0,0
355,Rajanpur,PK,29.1035,70.325,96.24,34,2,18.01,clear sky,0,0
356,Paita,PE,-5.0892,-81.1144,73.96,73,37,15.84,scattered clouds,0,0
357,Lagoa,PT,39.05,-27.9833,73.71,79,81,1.74,broken clouds,0,0
358,Urumqi,CN,43.801,87.6005,74.35,41,0,2.24,clear sky,0,0
359,Tamuin,MX,21.9833,-98.75,95.92,37,3,9.13,clear sky,0,0
360,Zheleznodorozhnyy,RU,55.7503,38.0042,65.75,71,5,7.02,clear sky,0,0
361,Camp Verde,US,34.5636,-111.8543,91.27,48,82,4.21,broken clouds,0,0
362,Sur,OM,22.5667,59.5289,87.15,59,96,14.65,overcast clouds,0,0
363,Adamovka,RU,51.5223,59.9396,61.72,43,35,5.12,scattered clouds,0,0
364,Trelew,AR,-43.249,-65.3051,68.61,13,0,9.86,clear sky,0,0
365,Macklin,CA,52.3334,-109.9348,83.12,28,0,8.88,clear sky,0,0
366,Grezzana,IT,45.5203,11.0177,85.21,58,0,3.44,clear sky,0,0
367,Laconia,US,43.5279,-71.4704,94.08,54,1,8.05,clear sky,0,0
368,Broome,US,42.2506,-75.833,93.09,60,20,4,few clouds,0,0
369,Borujerd,IR,33.8973,48.7516,75.13,13,0,2.86,clear sky,0,0
370,Kirakira,SB,-10.4544,161.9205,77.43,89,67,10.27,heavy intensity rain,15.38,0
371,Sitka,US,57.0531,-135.33,60.69,88,90,18.41,heavy intensity rain,5.33,0
372,Flinders,AU,-34.5833,150.8552,48.06,80,0,1.01,clear sky,0,0
373,Constitucion,CL,-35.3333,-72.4167,56.5,66,7,8.77,clear sky,0,0
374,Were Ilu,ET,10.6,39.4333,53.46,87,10,5.01,clear sky,0,0
375,Xicotencatl,MX,23.0167,-98.8833,95.47,35,45,8.34,scattered clouds,0,0
376,Teya,RU,60.3778,92.6267,57.11,98,88,0.87,overcast clouds,0,0
377,Evanston,US,42.0411,-87.6901,84.38,57,75,1.01,broken clouds,0,0
378,Labrea,BR,-7.2586,-64.7981,102.15,19,4,3.71,clear sky,0,0
379,Abeokuta,NG,7.15,3.35,74.32,91,100,4.88,overcast clouds,0,0
380,Yulara,AU,-25.2406,130.9889,48.04,37,0,8.05,clear sky,0,0
381,Dauriya,RU,49.9333,116.8667,57.24,83,97,9.57,overcast clouds,0,0
382,Sao Filipe,CV,14.8961,-24.4956,77.77,74,12,13.04,few clouds,0,0
383,Maues,BR,-3.3836,-57.7186,90.55,52,91,3.33,overcast clouds,0,0
384,Biak,ID,-0.9131,122.8766,75.15,88,80,8.14,broken clouds,0,0
385,Togur,RU,58.3631,82.8265,49.08,80,2,6.67,clear sky,0,0
386,Puerto Escondido,MX,15.85,-97.0667,85.03,65,90,4.61,overcast clouds,0,0
387,Acari,PE,-15.4311,-74.6158,75.24,51,6,9.64,clear sky,0,0
388,Verkhneuralsk,RU,53.8769,59.2106,59.2,52,82,3.74,broken clouds,0,0
389,Norman Wells,CA,65.282,-126.8329,63.97,61,93,4.07,overcast clouds,0,0
390,Souillac,MU,-20.5167,57.5167,68.36,94,20,5.75,few clouds,0,0
391,Pochutla,MX,15.7432,-96.4661,87.82,59,100,5.5,overcast clouds,0,0
392,Putina,PE,-15.4667,-69.4333,50.11,35,0,7.02,clear sky,0,0
393,Adrar,MR,20.5022,-10.0711,102.04,11,13,9.8,few clouds,0,0
394,Clyde River,CA,70.4692,-68.5914,39.65,84,91,9.98,overcast clouds,0,0
395,Fukue,JP,32.6881,128.8419,77.95,88,100,16.2,heavy intensity rain,5.99,0
396,Shu,KZ,43.5983,73.7614,67.06,44,23,1.25,few clouds,0,0
397,Osorio,BR,-29.8867,-50.2697,66.16,89,100,7.31,overcast clouds,0,0
398,Dicabisagan,PH,17.0818,122.4157,77.94,86,7,2.98,clear sky,0,0
399,Iralaya,HN,15,-83.2333,87.89,68,100,7.92,overcast clouds,0,0
400,Aljezur,PT,37.3191,-8.8033,74.35,61,6,6.71,clear sky,0,0
401,Belyy Yar,RU,53.6039,91.3903,64.29,94,75,6.71,light intensity shower rain,5.09,0
402,Yuza,JP,39,139.9167,68.4,85,100,8.5,moderate rain,1.26,0
403,Gondar,ET,12.6,37.4667,59.49,87,78,3.69,light rain,0.44,0
404,Liverpool,GB,53.4106,-2.9779,67.68,67,20,3,few clouds,0,0
405,Thunder Bay,CA,48.4001,-89.3168,68.29,48,75,10.36,broken clouds,0,0
406,Jinhua,CN,29.1078,119.6547,77.34,95,100,2.15,light rain,0.65,0
407,Messini,GR,37.0511,22.0078,87.19,65,0,1.14,clear sky,0,0
408,Posse,BR,-14.0931,-46.3694,87.22,16,1,7.43,clear sky,0,0
409,Ko Samui,TH,9.5357,99.9357,83.44,73,100,17.36,overcast clouds,0,0
410,Varkkallai,IN,8.7341,76.7067,76.78,87,100,10.2,overcast clouds,0,0
411,Kurilsk,RU,45.2333,147.8833,51.73,81,0,2.39,clear sky,0,0
412,Luganville,VU,-15.5333,167.1667,73.98,83,80,10.11,broken clouds,0,0
413,Hammerfest,NO,70.6634,23.6821,50.45,93,75,6.91,broken clouds,0,0
414,Dondo,MZ,-19.6094,34.7431,72.91,90,4,4.72,light rain,0.26,0
415,Kachug,RU,53.9606,105.8817,58.8,93,89,1.05,light rain,0.12,0
416,Nantucket,US,41.2835,-70.0995,92.61,78,1,12.66,clear sky,0,0
417,Kutum,SD,14.2,24.6667,79.3,55,95,8.32,overcast clouds,0,0
418,Talcahuano,CL,-36.7167,-73.1167,55.08,62,75,4.61,broken clouds,0,0
419,Rosetta,EG,31.4044,30.4164,79.77,73,0,6.42,clear sky,0,0
420,Poum,NC,-20.2333,164.0167,69.06,62,10,12.46,clear sky,0,0
421,Marsaxlokk,MT,35.8419,14.5431,85.08,74,0,3.44,clear sky,0,0
422,Balikpapan,ID,-1.2675,116.8289,74.21,92,85,4.94,overcast clouds,0,0
423,Roma,US,43.2128,-75.4557,89.46,69,75,23.02,broken clouds,0,0
424,Chara,RU,56.9064,118.2631,57.85,73,28,3.22,scattered clouds,0,0
425,Piranhas,BR,-16.4269,-51.8222,95.95,14,7,6.33,clear sky,0,0
426,Buraydah,SA,26.326,43.975,95.99,12,1,12.1,clear sky,0,0
427,Turmalina,BR,-17.2856,-42.73,80.4,34,26,8.37,scattered clouds,0,0
428,Kaoma,ZM,-14.7833,24.8,63.64,22,0,5.61,clear sky,0,0
429,Kodinsk,RU,58.6881,99.1844,57.63,92,5,1.59,clear sky,0,0
430,Guadalupe,MX,25.6833,-100.25,91.45,55,40,3,scattered clouds,0,0
431,Rochester,US,43.1548,-77.6156,86.99,70,90,1.99,overcast clouds,0,0
432,Ixtapa,MX,20.7,-105.2,88.23,74,20,9.22,few clouds,0,0
433,Zambezi,ZM,-13.5432,23.1047,68.23,16,0,3.89,clear sky,0,0
434,General Roca,AR,-39.0333,-67.5833,61.2,23,0,10.69,clear sky,0,0
435,Pacific Grove,US,36.6177,-121.9166,86.81,81,1,5.99,clear sky,0,0
436,Amahai,ID,-3.3333,128.9167,76.6,88,20,2.95,few clouds,0,0
437,Hanford,US,36.3275,-119.6457,99.25,21,1,8.05,clear sky,0,0
438,Barreiras,BR,-12.1528,-44.99,93.33,13,59,6.49,broken clouds,0,0
439,Praia,CV,14.9215,-23.5087,82.94,57,20,13.8,few clouds,0,0
440,Chacabuco,AR,-34.6417,-60.4739,55.8,45,7,6.69,clear sky,0,0
441,Curup,ID,-3.4667,102.5333,67.14,98,81,2.13,broken clouds,0,0
442,Fort Abbas,PK,29.1925,72.8536,97.75,29,19,11.1,few clouds,0,0
443,Cobija,BO,-11.0267,-68.7692,84.38,45,0,5.75,clear sky,0,0
444,Kieta,PG,-6.2167,155.6333,78.67,87,100,4.47,light rain,0.15,0
445,Badajoz,ES,38.6667,-6.1667,101.61,25,7,10.09,clear sky,0,0
446,Myitkyina,MM,25.3833,97.4,74.84,99,100,0.54,light rain,0.31,0
447,Mikhaylovka,RU,50.06,43.2379,67.98,85,100,19.19,overcast clouds,0,0
448,Saint-Joseph,RE,-21.3667,55.6167,70.16,77,0,4.14,clear sky,0,0
449,Hamilton,US,39.1834,-84.5333,92.25,70,75,5.01,broken clouds,0,0
450,Roseburg,US,43.2165,-123.3417,91.89,26,1,0,haze,0,0
451,Bose,IT,45.4612,8.0137,83.48,73,74,5.37,broken clouds,0,0
452,Te Anau,NZ,-45.4167,167.7167,41.77,83,100,6.13,overcast clouds,0,0
453,Chabahar,IR,25.2919,60.643,80.49,84,47,8.14,scattered clouds,0,0
454,Emba,KZ,48.8264,58.1442,70.61,26,100,8.05,overcast clouds,0,0
455,Kawalu,ID,-7.3817,108.2082,71.49,96,99,1.61,overcast clouds,0,0
456,Mount Isa,AU,-20.7333,139.5,67.77,37,40,8.05,scattered clouds,0,0
457,Stanger,ZA,-29.3282,31.2895,54.99,70,100,5.14,overcast clouds,0,0
458,Saint-Augustin,CA,51.226,-58.6502,67.06,94,100,7.11,overcast clouds,0,0
459,Farafangana,MG,-22.8167,47.8333,69.66,88,46,7.76,scattered clouds,0,0
460,Ormara,PK,25.2088,64.6357,79.09,84,95,11.3,overcast clouds,0,0
461,Dongying,CN,37.4564,118.4856,69.55,80,3,4.88,light rain,0.49,0
462,Christchurch,NZ,-43.5333,172.6333,47.48,75,0,4.61,clear sky,0,0
463,Vilhena,BR,-12.7406,-60.1458,93.94,17,5,2.48,clear sky,0,0
464,Rock Springs,US,41.5875,-109.2029,87.24,24,1,1.01,clear sky,0,0
465,Bay Roberts,CA,47.5999,-53.2648,73.04,82,99,3,overcast clouds,0,0
466,Hobyo,SO,5.3505,48.5268,76.64,87,100,26.4,overcast clouds,0,0
467,Cacu,BR,-18.5567,-51.1308,92.97,15,0,1.48,clear sky,0,0
468,Korem,ET,12.5058,39.5228,59.29,79,0,4.05,light rain,0.74,0
469,Verkhnevilyuysk,RU,63.4453,120.3167,59.49,89,30,2.21,scattered clouds,0,0
470,Nufaru,RO,45.15,28.9167,70.32,52,5,6.91,clear sky,0,0
471,Waipawa,NZ,-41.4122,175.5153,47.93,92,11,5.46,few clouds,0,0
472,Krasnoselkup,RU,65.7,82.4667,56.08,90,100,7.65,overcast clouds,0,0
473,Bahia Blanca,AR,-38.7196,-62.2724,61.86,32,0,13.51,clear sky,0,0
474,Klaksvik,FO,62.2266,-6.589,59.92,88,100,8.86,overcast clouds,0,0
475,Sovetskiy,RU,61.3614,63.5842,59.99,70,96,5.7,overcast clouds,0,0
476,Egvekinot,RU,66.3167,-179.1667,41.43,94,100,7.02,overcast clouds,0,0
477,Ulladulla,AU,-35.35,150.4667,47.88,75,0,4.41,clear sky,0,0
478,Bar Harbor,US,44.3876,-68.2039,93.94,64,1,11.5,clear sky,0,0
479,Pinhao,BR,-25.6956,-51.6597,52.5,97,100,4.59,overcast clouds,0,0
480,Kon Tum,VN,14.35,108,70.52,97,100,0.63,light rain,0.8,0
481,Lakatoro,VU,-16.0999,167.4164,72.73,80,7,14.88,clear sky,0,0
482,Ambilobe,MG,-13.2,49.05,70.48,84,0,4.83,clear sky,0,0
483,Beira,MZ,-19.8436,34.8389,73.49,88,75,10.36,light rain,0.56,0
484,Willmar,US,45.1219,-95.0433,76.95,25,1,19.57,clear sky,0,0
485,Lannion,FR,48.75,-3.4167,64.38,77,0,5.75,clear sky,0,0
486,Aquiraz,BR,-3.9014,-38.3911,84.29,67,22,12.1,few clouds,0,0
487,Krasnovishersk,RU,60.4078,57.082,60.75,81,5,6.26,clear sky,0,0
488,Tiznit,MA,29.5833,-9.5,95.81,19,41,5.68,scattered clouds,0,0
489,Paracuru,BR,-3.41,-39.0306,84.22,64,88,15.84,overcast clouds,0,0
490,Marevo,RU,57.3146,32.0804,57.97,86,13,6.22,few clouds,0,0
491,Porto Nacional,BR,-10.7081,-48.4172,95,17,8,3.27,clear sky,0,0
492,Canaries,ES,28,-15.5,70.39,73,20,26.46,few clouds,0,0
493,Igarka,RU,67.4667,86.5833,51.66,93,100,3.42,overcast clouds,0,0
494,Cabra,ES,37.4725,-4.4421,103.44,15,4,6.73,clear sky,0,0
495,Garowe,SO,8.4054,48.4845,77.79,65,24,26.49,few clouds,0,0
496,Lumding,IN,25.7535,93.1732,76.15,96,100,4.47,light rain,0.2,0
497,Zhigansk,RU,66.7697,123.3711,49.64,91,100,15.12,overcast clouds,0,0
498,Nyrob,RU,60.733,56.7202,61.02,80,5,6.64,clear sky,0,0
499,Liepaja,LV,56.5419,21.0367,69.85,77,75,5.75,broken clouds,0,0
500,Solano,US,38.2333,-121.9511,91.53,42,1,16.11,clear sky,0,0
501,Lacarak,RS,45.0022,19.5686,82.22,63,93,5.99,overcast clouds,0,0
502,Capinota,BO,-17.7167,-66.2333,76.87,12,0,5.5,clear sky,0,0
503,Carutapera,BR,-1.195,-46.02,78.78,91,97,10.27,overcast clouds,0,0
504,Paraiso,CR,9.8383,-83.8656,75.96,83,100,3.91,overcast clouds,0,0
505,Cockburn Town,TC,21.4612,-71.1419,83.12,76,100,18.61,overcast clouds,0,0
506,Nanning,CN,22.8167,108.3167,78.87,90,100,6.76,overcast clouds,0,0
507,Mizan Teferi,ET,6.9833,35.5833,60.93,97,97,2.37,light rain,0.52,0
508,Arman,RU,59.7,150.1667,54.16,92,100,1.79,overcast clouds,0,0
509,Cajati,BR,-24.7361,-48.1228,57.94,100,100,1.9,overcast clouds,0,0
510,Ovalle,CL,-30.5983,-71.2003,70.93,34,0,4.99,clear sky,0,0
511,Bull Savanna,JM,17.8868,-77.5902,82.26,68,97,11.59,overcast clouds,0,0
512,Novikovo,RU,51.1537,37.8879,66.63,52,100,7.54,overcast clouds,0,0
513,Belmonte,BR,-15.8631,-38.8828,75.7,62,5,8.59,clear sky,0,0
514,Hansot,IN,21.5833,72.8,81.84,77,87,13.09,overcast clouds,0,0
515,Tura,IN,25.5198,90.2201,74.66,99,100,5.26,overcast clouds,0,0
516,Shieli,KZ,44.1667,66.75,69.48,43,0,9.01,clear sky,0,0
517,Uray,RU,60.1247,64.7758,58.3,74,56,7.31,broken clouds,0,0
518,Tankara,IN,22.6667,70.7333,82.17,68,100,13.02,overcast clouds,0,0
519,Kichera,RU,55.9375,110.0997,62.04,69,28,1.39,scattered clouds,0,0
520,Aitape,PG,-3.1374,142.3475,77.45,86,100,7.02,overcast clouds,0,0
521,Viedma,AR,-40.8135,-62.9967,64.63,25,0,19.75,clear sky,0,0
522,Bonthe,SL,7.5264,-12.505,75.79,90,100,12.64,light rain,0.66,0
523,Vanavara,RU,60.34,102.2797,57.07,93,10,3.56,clear sky,0,0
524,Aswan,EG,24.0934,32.907,95.79,14,1,9.19,clear sky,0,0
525,Cabo San Lucas,MX,22.8909,-109.9124,93.61,72,40,5.01,scattered clouds,0,0
526,Tokur,RU,53.1333,132.9,54.25,91,100,2.04,overcast clouds,0,0
527,Provideniya,RU,64.3833,-173.3,45.1,74,89,6.55,overcast clouds,0,0
528,Namatanai,PG,-3.6667,152.4333,78.06,81,100,5.77,overcast clouds,0,0
529,Ust-Kulom,RU,61.6864,53.6902,70.52,61,32,10.36,scattered clouds,0,0
530,Sabla,NG,12.7525,4.7077,76.19,85,100,8.46,light rain,0.43,0
531,Bara,NG,10.3744,10.7288,74.46,88,87,2.73,light rain,0.84,0
532,Lerwick,GB,60.1545,-1.1494,59,81,62,7.43,broken clouds,0,0
533,Hami,CN,42.8,93.45,85.46,22,65,8.03,broken clouds,0,0
534,Marsa Matruh,EG,31.3525,27.2453,79.48,78,0,9.89,clear sky,0,0
535,Boa Viagem,BR,-5.1275,-39.7322,92.17,27,39,7.16,scattered clouds,0,0
536,Beni,CD,0.5,29.4667,62.56,98,100,2.53,light rain,0.78,0
537,Kaele,CM,10.1092,14.4508,75.24,82,89,5.14,overcast clouds,0,0
538,Marsh Harbour,BS,26.5412,-77.0636,85.23,70,28,17.4,scattered clouds,0,0
539,Saint-Georges,GD,12.0564,-61.7485,82.13,82,79,13.04,broken clouds,0,0
540,Bilma,NE,18.6853,12.9164,98.64,18,6,2.24,clear sky,0,0
541,Alofi,NU,-19.0595,-169.9187,72.84,66,45,16.08,scattered clouds,0,0
542,Sabang,ID,5.8933,95.3214,80.33,80,100,22.66,overcast clouds,0,0
543,Kudahuvadhoo,MV,2.6708,72.8944,82.63,71,100,16.35,overcast clouds,0,0
544,Palmer,US,42.1584,-72.3287,95.61,61,40,1.01,scattered clouds,0,0
545,Barcelona,ES,41.3888,2.159,89.46,76,0,1.01,clear sky,0,0
546,Omboue,GA,-1.5746,9.2618,75.97,84,72,8.39,broken clouds,0,0
547,Vestmanna,FO,62.1564,-7.1664,58.12,72,75,8.05,broken clouds,0,0
548,Matay,EG,28.419,30.7792,93.15,24,0,8.08,clear sky,0,0
549,Oistins,BB,13.0667,-59.5333,87.89,70,40,17.27,scattered clouds,0,0
550,Anaconda,US,46.1285,-112.9423,79.79,25,6,2.84,clear sky,0,0
551,Challans,FR,46.8436,-1.8749,77.92,59,0,9.55,clear sky,0,0
552,Santa Cruz Do Capibaribe,BR,-7.9575,-36.2047,80.56,44,41,14.83,scattered clouds,0,0
553,Vierzon,FR,47.2101,2.0625,84.79,57,0,4.32,clear sky,0,0
554,Kabugao,PH,18.0217,121.1842,72.43,92,30,2.06,moderate rain,2.53,0
555,Camara De Lobos,PT,32.6333,-16.9667,75.83,84,20,14.97,few clouds,0,0
556,Lasa,IT,46.6166,10.7002,75.11,75,100,0.85,overcast clouds,0,0
557,Umm Lajj,SA,25.0213,37.2685,91.09,46,0,8.57,clear sky,0,0
558,Mayo,US,38.8876,-76.5119,99.81,64,25,1.99,scattered clouds,0,0
559,Hauterive,FR,46.0901,3.4459,83.16,77,2,3.51,clear sky,0,0
560,Altamont,US,42.2068,-121.7372,95.77,28,40,1.01,smoke,0,0
561,Orchard Homes,US,46.8633,-114.0484,87.94,30,1,3,clear sky,0,0
562,Luwingu,ZM,-10.2621,29.9271,62.8,31,0,0.65,clear sky,0,0
563,Rameswaram,IN,9.2833,79.3,83.05,74,95,9.75,overcast clouds,0,0
564,Yellapur,IN,14.9667,74.7167,69.44,97,100,3.58,overcast clouds,0,0
565,Sao Felix Do Xingu,BR,-6.6447,-51.995,98.67,21,100,4.41,overcast clouds,0,0
566,Saiha,IN,22.4833,92.9667,71.47,99,100,2.13,overcast clouds,0,0
567,Iquitos,PE,-3.7481,-73.2472,87.84,62,75,5.75,broken clouds,0,0
568,Kasongo-Lunda,CD,-6.4667,16.8167,83.01,39,71,2.24,broken clouds,0,0
569,Zyryanka,RU,65.75,150.85,60.66,85,100,2.17,overcast clouds,0,0
570,Pringsewu,ID,-5.3582,104.9744,72.39,97,99,1.32,overcast clouds,0,0
571,Chenzhou,CN,25.8,113.0333,75.9,96,100,1.16,light rain,0.15,0
572,Tessalit,ML,20.1986,1.0114,100.65,16,88,17.96,overcast clouds,0,0
573,Touros,BR,-5.1989,-35.4608,81.5,66,60,18.86,broken clouds,0,0
574,Saint Anthony,US,45.0205,-93.218,80.92,31,1,1.99,clear sky,0,0
575,Gigmoto,PH,13.7796,124.39,81.18,83,32,4.97,scattered clouds,0,0
576,Gari,RU,59.4307,62.3497,57.67,74,80,6.98,broken clouds,0,0
577,Isakly,RU,54.1333,51.5333,69.71,28,5,6.24,clear sky,0,0
578,Galle,LK,6.0367,80.217,78.57,88,100,14.83,overcast clouds,0,0
579,Calderitas,MX,18.55,-88.25,91.51,52,75,14.97,broken clouds,0,0
580,Ekibastuz,KZ,51.6667,75.3667,57.87,49,100,11.92,overcast clouds,0,0
581,Tchollire,CM,8.4022,14.1698,73.42,91,91,2.01,overcast clouds,0,0
582,Miyazu,JP,35.5333,135.1833,72.55,99,100,4.65,overcast clouds,0,0
583,Glenwood Springs,US,39.5505,-107.3248,94.14,22,23,1.74,few clouds,0,0
584,Nobres,BR,-14.7203,-56.3275,93.79,19,0,4.5,clear sky,0,0
585,Sainte-Rose,GP,16.3324,-61.6979,86.04,79,75,11.5,broken clouds,0,0
586,Pangkalanbuun,ID,-2.6833,111.6167,74.16,98,92,2.75,overcast clouds,0,0
587,Lata,PT,40.1629,-8.3327,88.03,53,0,4.05,clear sky,0,0
588,Sarkand,KZ,45.41,79.9186,60.98,50,89,5.7,overcast clouds,0,0
589,Acajutla,SV,13.5928,-89.8275,91.8,71,100,6.15,overcast clouds,0,0
590,Mezen,RU,65.8522,44.24,61.86,99,100,4.83,overcast clouds,0,0
